"DSDATA","SOMEID","ORDER","RECOMMENDATIONOFFERID"
"","37764863","5","37764714"
"","37764863","6","37764740"
"","37764863","7","37764723"
"","37764863","8","37764731"
"","37764863","9","37764724"
"","37764863","10","37764738"
"","37764863","11","37764727"
"","37764863","12","37764744"
"","37764863","13","37764725"
"","37764863","14","37764695"
"","37764863","15","37764703"
"","37764863","16","37764737"
"","37764863","17","37764735"
"","37764863","18","37764689"
"","37764863","19","37764715"
"","37764863","20","37764741"
"","37764863","21","37764729"
"","37764863","22","37764688"
"","37764863","23","37764745"
"","37764863","24","37764692"
"","37764863","25","37764743"
"","37764863","26","37764697"
"","37764863","27","37764698"
"","37764863","28","37764705"
"","37764863","29","37764686"
"","37764864","0","37764706"
"","37764864","1","37764707"
"","37764864","2","37764740"
"","37764864","3","37764704"
"","37764864","4","37764694"
"","37764864","5","37764713"
"","37764864","6","37764723"
"","37764864","7","37764714"
"","37764864","8","37764738"
"","37764864","9","37764724"
"","37764864","10","37764731"
"","37764864","11","37764725"
"","37764864","12","37764727"
"","37764864","13","37764744"
"","37764864","14","37764695"
"","37764864","15","37764703"
"","37764864","16","37764741"
"","37764864","17","37764735"
"","37764864","18","37764737"
"","37764864","19","37764715"
"","37764864","20","37764689"
"","37764864","21","37764688"
"","37764864","22","37764692"
"","37764864","23","37764745"
"","37764864","24","37764729"
"","37764864","25","37764697"
"","37764864","26","37764743"
"","37764864","27","37764698"
"","37764864","28","37764705"
"","37764864","29","37764742"
"","37764865","0","37764707"
"","37764865","1","37764740"
"","37764865","2","37764704"
"","37764865","3","37764694"
"","37764865","4","37764713"
"","37764865","5","37764723"
"","37764865","6","37764714"
"","37764865","7","37764706"
"","37764865","8","37764738"
"","37764865","9","37764724"
"","37764865","10","37764731"
"","37764865","11","37764725"
"","37764865","12","37764727"
"","37764865","13","37764744"
"","37764865","14","37764695"
"","37764865","15","37764703"
"","37764865","16","37764741"
"","37764865","17","37764735"
"","37764865","18","37764737"
"","37764865","19","37764715"
"","37764865","20","37764688"
"","37764865","21","37764689"
"","37764865","22","37764692"
"","37764865","23","37764745"
"","37764865","24","37764729"
"","37764865","25","37764697"
"","37764865","26","37764743"
"","37764865","27","37764698"
"","37764865","28","37764705"
"","37764865","29","37764742"
"","37764866","0","37764706"
"","37764866","1","37764707"
"","37764866","2","37764694"
"","37764866","3","37764704"
"","37764866","4","37764713"
"","37764866","5","37764714"
"","37764866","6","37764740"
"","37764866","7","37764723"
"","37764866","8","37764731"
"","37764866","9","37764724"
"","37764866","10","37764738"
"","37764866","11","37764727"
"","37764866","12","37764744"
"","37764866","13","37764725"
"","37764866","14","37764695"
"","37764866","15","37764703"
"","37764866","16","37764737"
"","37764866","17","37764735"
"","37764866","18","37764689"
"","37764866","19","37764715"
"","37764866","20","37764741"
"","37764866","21","37764729"
"","37764866","22","37764688"
"","37764866","23","37764745"
"","37764866","24","37764692"
"","37764866","25","37764743"
"","37764866","26","37764697"
"","37764866","27","37764698"
"","37764866","28","37764705"
"","37764866","29","37764686"
"","37764867","0","37764706"
"","37764867","1","37764707"
"","37764867","2","37764694"
"","37764867","3","37764704"
"","37764867","4","37764713"
"","37764867","5","37764714"
"","37764867","6","37764740"
"","37764867","7","37764723"
"","37764867","8","37764731"
"","37764867","9","37764724"
"","37764867","10","37764738"
"","37764867","11","37764727"
"","37764867","12","37764744"
"","37764867","13","37764725"
"","37764867","14","37764695"
"","37764867","15","37764703"
"","37764867","16","37764737"
"","37764867","17","37764735"
"","37764867","18","37764689"
"","37764867","19","37764715"
"","37764867","20","37764741"
